conversation_id,message_count,thread_type,has_branching,has_anomalies,quality_status
conv_AppleSupport_700,5,multi_turn,False,False,high
conv_AppleSupport_711,11,branched,True,False,high
conv_AppleSupport_714,3,customer_brand_customer,False,True,medium
conv_AppleSupport_719,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_723,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_730,7,branched,True,True,medium
conv_AppleSupport_733,2,customer_brand,False,False,high
conv_AppleSupport_736,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_747,10,multi_turn,False,False,high
conv_AppleSupport_749,2,customer_brand,False,False,high
conv_AppleSupport_752,3,multi_turn,False,False,high
conv_AppleSupport_756,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_758,2,customer_brand,False,False,high
conv_AppleSupport_765,7,branched,True,False,high
conv_AppleSupport_767,2,customer_brand,False,False,high
conv_AppleSupport_1755,2,customer_brand,False,False,high
conv_AppleSupport_1759,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_1761,2,customer_brand,False,False,high
conv_AppleSupport_1764,5,multi_turn,False,False,high
conv_AppleSupport_1770,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_1779,9,branched,True,False,high
conv_AppleSupport_1781,2,customer_brand,False,False,high
conv_AppleSupport_1783,2,customer_brand,False,False,high
conv_AppleSupport_1785,2,customer_brand,False,False,high
conv_AppleSupport_1791,6,multi_turn,False,False,high
conv_AppleSupport_2613,5,branched,True,False,high
conv_AppleSupport_2616,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_2620,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_2624,7,branched,True,False,high
conv_AppleSupport_2628,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_2632,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_2635,2,customer_brand,False,False,high
conv_AppleSupport_2640,5,multi_turn,False,False,high
conv_AppleSupport_2642,2,customer_brand,False,False,high
conv_AppleSupport_2645,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_2648,2,customer_brand,False,False,high
conv_AppleSupport_2650,2,customer_brand,False,False,high
conv_AppleSupport_2656,6,multi_turn,False,True,medium
conv_AppleSupport_2659,4,branched,True,False,high
conv_AppleSupport_2662,2,customer_brand,False,True,medium
conv_AppleSupport_2666,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_2676,8,multi_turn,False,False,high
conv_AppleSupport_2678,2,customer_brand,False,False,high
conv_AppleSupport_2682,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_2684,2,customer_brand,False,False,high
conv_AppleSupport_3761,2,customer_brand,False,False,high
conv_AppleSupport_3764,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_3767,2,customer_brand,False,False,high
conv_AppleSupport_3770,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_3773,2,customer_brand,False,True,medium
conv_AppleSupport_3777,4,incomplete,False,True,low
conv_AppleSupport_4871,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_4875,3,customer_brand_customer,False,False,high
conv_AppleSupport_4879,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_4882,7,branched,True,False,high
conv_AppleSupport_4890,5,branched,True,False,high
conv_AppleSupport_4893,2,customer_brand,False,False,high
conv_AppleSupport_4896,5,multi_turn,False,False,high
conv_AppleSupport_4901,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_4906,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_4909,2,customer_brand,False,False,high
conv_AppleSupport_4912,5,branched,True,False,high
conv_AppleSupport_4915,2,customer_brand,False,False,high
conv_AppleSupport_4917,2,customer_brand,False,False,high
conv_AppleSupport_5808,2,customer_brand,False,False,high
conv_AppleSupport_5812,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_5816,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_5819,3,customer_brand_customer,False,False,high
conv_AppleSupport_5821,2,customer_brand,False,False,high
conv_AppleSupport_5823,2,customer_brand,False,False,high
conv_AppleSupport_5825,2,customer_brand,False,True,medium
conv_AppleSupport_5829,3,customer_brand_customer,False,False,high
conv_AppleSupport_5833,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_5835,2,customer_brand,False,False,high
conv_AppleSupport_5839,7,branched,True,False,high
conv_AppleSupport_5845,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_5849,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_5853,2,customer_brand,False,False,high
conv_AppleSupport_6483,2,customer_brand,False,False,high
conv_AppleSupport_6554,2,customer_brand,False,False,high
conv_AppleSupport_6608,2,customer_brand,False,False,high
conv_AppleSupport_6658,214,branched,True,True,medium
conv_AppleSupport_6919,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_6928,2,customer_brand,False,False,high
conv_AppleSupport_6934,2,customer_brand,False,False,high
conv_AppleSupport_8297,2,customer_brand,False,False,high
conv_AppleSupport_8299,2,customer_brand,False,False,high
conv_AppleSupport_8302,3,customer_brand_customer,False,False,high
conv_AppleSupport_8304,2,customer_brand,False,False,high
conv_AppleSupport_8313,7,branched,True,False,high
conv_AppleSupport_8321,8,multi_turn,False,False,high
conv_AppleSupport_8331,2,customer_brand,False,True,medium
conv_AppleSupport_8340,2,customer_brand,False,False,high
conv_AppleSupport_8422,5,multi_turn,False,False,high
conv_AppleSupport_8437,5,branched,True,False,high
conv_AppleSupport_8542,2,customer_brand,False,False,high
conv_AppleSupport_8545,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_8548,2,customer_brand,False,False,high
conv_AppleSupport_8557,9,branched,True,False,high
conv_AppleSupport_8561,7,branched,True,True,medium
conv_AppleSupport_8568,3,customer_brand_customer,False,False,high
conv_AppleSupport_8570,2,customer_brand,False,True,medium
conv_AppleSupport_8574,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_8577,2,customer_brand,False,False,high
conv_AppleSupport_8579,2,customer_brand,False,False,high
conv_AppleSupport_9152,9,branched,True,False,high
conv_AppleSupport_9160,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_9162,2,customer_brand,False,True,medium
conv_AppleSupport_9165,2,customer_brand,False,False,high
conv_AppleSupport_9170,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_9174,3,customer_brand_customer,False,False,high
conv_AppleSupport_9176,2,customer_brand,False,False,high
conv_AppleSupport_9178,2,customer_brand,False,False,high
conv_AppleSupport_9180,2,customer_brand,False,False,high
conv_AppleSupport_9187,7,branched,True,False,high
conv_AppleSupport_9190,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_9193,2,customer_brand,False,False,high
conv_AppleSupport_9195,2,customer_brand,False,False,high
conv_AppleSupport_9200,100,branched,True,True,medium
conv_AppleSupport_9304,2,customer_brand,False,False,high
conv_AppleSupport_9827,2,customer_brand,False,False,high
conv_AppleSupport_9831,5,branched,True,False,high
conv_AppleSupport_9835,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_9838,2,customer_brand,False,False,high
conv_AppleSupport_9840,2,customer_brand,False,False,high
conv_AppleSupport_9843,5,multi_turn,False,False,high
conv_AppleSupport_9848,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_10667,2,customer_brand,False,False,high
conv_AppleSupport_10671,5,branched,True,False,high
conv_AppleSupport_10674,2,customer_brand,False,False,high
conv_AppleSupport_10677,3,customer_brand_customer,False,False,high
conv_AppleSupport_10679,2,customer_brand,False,False,high
conv_AppleSupport_10681,2,customer_brand,False,False,high
conv_AppleSupport_10683,2,customer_brand,False,False,high
conv_AppleSupport_10687,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_10689,2,customer_brand,False,False,high
conv_AppleSupport_10691,2,customer_brand,False,False,high
conv_AppleSupport_10694,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_11096,4,multi_turn,False,True,medium
conv_AppleSupport_11101,8,branched,True,False,high
conv_AppleSupport_11108,3,multi_turn,False,False,high
conv_AppleSupport_11111,6,multi_turn,False,False,high
conv_AppleSupport_11116,2,customer_brand,False,False,high
conv_AppleSupport_11118,2,customer_brand,False,False,high
conv_AppleSupport_11122,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_11126,5,branched,True,False,high
conv_AppleSupport_11129,2,customer_brand,False,False,high
conv_AppleSupport_11131,2,customer_brand,False,False,high
conv_AppleSupport_11134,6,multi_turn,False,False,high
conv_AppleSupport_11139,2,customer_brand,False,False,high
conv_AppleSupport_11141,2,customer_brand,False,False,high
conv_AppleSupport_11144,3,customer_brand_customer,False,False,high
conv_AppleSupport_11628,2,customer_brand,False,False,high
conv_AppleSupport_11630,2,customer_brand,False,False,high
conv_AppleSupport_11633,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_11645,9,multi_turn,False,False,high
conv_AppleSupport_11648,3,multi_turn,False,False,high
conv_AppleSupport_11651,3,incomplete,False,True,low
conv_AppleSupport_11655,2,customer_brand,False,False,high
conv_AppleSupport_11659,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_11661,2,customer_brand,False,False,high
conv_AppleSupport_11663,2,customer_brand,False,False,high
conv_AppleSupport_11666,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_11988,2,customer_brand,False,False,high
conv_AppleSupport_11992,5,branched,True,False,high
conv_AppleSupport_11996,3,multi_turn,False,False,high
conv_AppleSupport_12000,7,branched,True,False,high
conv_AppleSupport_12010,7,multi_turn,False,False,high
conv_AppleSupport_12013,9,branched,True,True,medium
conv_AppleSupport_12023,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_12566,2,customer_brand,False,False,high
conv_AppleSupport_12569,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_12572,2,customer_brand,False,False,high
conv_AppleSupport_12577,6,branched,True,False,high
conv_AppleSupport_12581,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_12584,2,customer_brand,False,False,high
conv_AppleSupport_12586,2,customer_brand,False,False,high
conv_AppleSupport_12588,2,customer_brand,False,False,high
conv_AppleSupport_12594,6,branched,True,False,high
conv_AppleSupport_12596,2,customer_brand,False,False,high
conv_AppleSupport_12599,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_12602,2,customer_brand,False,False,high
conv_AppleSupport_12605,3,customer_brand_customer,False,False,high
conv_AppleSupport_12608,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_12612,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_13197,7,multi_turn,False,False,high
conv_AppleSupport_13203,2,customer_brand,False,False,high
conv_AppleSupport_13205,2,customer_brand,False,False,high
conv_AppleSupport_13208,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_13211,2,customer_brand,False,False,high
conv_AppleSupport_13213,2,customer_brand,False,False,high
conv_AppleSupport_13218,5,multi_turn,False,False,high
conv_AppleSupport_13222,4,multi_turn,False,False,high
conv_AppleSupport_13224,2,customer_brand,False,False,high
conv_AppleSupport_13226,2,customer_brand,False,False,high
conv_AppleSupport_13580,5,branched,True,False,high
conv_AppleSupport_13584,3,customer_brand_customer,False,False,high
conv_AppleSupport_13586,2,customer_brand,False,False,high
conv_AppleSupport_13588,2,customer_brand,False,False,high
conv_AppleSupport_13590,6,branched,True,True,medium
conv_AppleSupport_13931,2,customer_brand,False,False,high
conv_AppleSupport_13933,2,customer_brand,False,False,high
conv_AppleSupport_13935,2,customer_brand,False,False,high
conv_AppleSupport_13938,4,multi_turn,False,False,high
conv_AppleSupport_13942,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_13945,2,customer_brand,False,False,high
conv_AppleSupport_13949,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_13951,2,customer_brand,False,False,high
conv_AppleSupport_13953,2,customer_brand,False,False,high
conv_AppleSupport_14182,2,customer_brand,False,False,high
conv_AppleSupport_14212,2,customer_brand,False,False,high
conv_AppleSupport_14214,2,customer_brand,False,False,high
conv_AppleSupport_14231,2,customer_brand,False,False,high
conv_AppleSupport_14308,5,branched,True,False,high
conv_AppleSupport_14311,2,customer_brand,False,False,high
conv_AppleSupport_14313,2,customer_brand,False,False,high
conv_AppleSupport_14315,2,customer_brand,False,False,high
conv_AppleSupport_14319,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_14322,3,multi_turn,False,False,high
conv_AppleSupport_14324,2,customer_brand,False,False,high
conv_AppleSupport_14326,2,customer_brand,False,False,high
conv_AppleSupport_14328,2,customer_brand,False,False,high
conv_AppleSupport_14330,2,customer_brand,False,False,high
conv_AppleSupport_14332,2,customer_brand,False,False,high
conv_AppleSupport_14334,2,customer_brand,False,False,high
conv_AppleSupport_14337,3,customer_brand_customer,False,False,high
conv_AppleSupport_14838,8,branched,True,False,high
conv_AppleSupport_14862,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_14865,2,customer_brand,False,False,high
conv_AppleSupport_14867,2,customer_brand,False,False,high
conv_AppleSupport_14869,2,customer_brand,False,False,high
conv_AppleSupport_14871,2,customer_brand,False,False,high
conv_AppleSupport_15308,2,customer_brand,False,True,medium
conv_AppleSupport_15311,2,customer_brand,False,False,high
conv_AppleSupport_15313,2,customer_brand,False,False,high
conv_AppleSupport_15315,2,customer_brand,False,False,high
conv_AppleSupport_15318,3,multi_turn,False,True,medium
conv_AppleSupport_15321,2,customer_brand,False,False,high
conv_AppleSupport_15323,2,customer_brand,False,False,high
conv_AppleSupport_15433,2,customer_brand,False,False,high
conv_AppleSupport_15467,2,customer_brand,False,False,high
conv_AppleSupport_15470,3,customer_brand_customer,False,False,high
conv_AppleSupport_15472,2,customer_brand,False,False,high
conv_AppleSupport_15495,3,customer_brand_customer,False,False,high
conv_AppleSupport_15501,2,customer_brand,False,False,high
conv_AppleSupport_15712,4,multi_turn,False,True,medium
conv_AppleSupport_15717,2,customer_brand,False,False,high
conv_AppleSupport_15719,2,customer_brand,False,False,high
conv_AppleSupport_15722,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_15728,3,multi_turn,False,True,medium
conv_AppleSupport_17290,2,customer_brand,False,False,high
conv_AppleSupport_17292,2,customer_brand,False,False,high
conv_AppleSupport_17305,2,customer_brand,False,False,high
conv_AppleSupport_17307,2,customer_brand,False,False,high
conv_AppleSupport_17351,2,customer_brand,False,False,high
conv_AppleSupport_18833,2,customer_brand,False,False,high
conv_AppleSupport_18836,3,multi_turn,False,False,high
conv_AppleSupport_18869,2,customer_brand,False,False,high
conv_AppleSupport_18872,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_18886,2,customer_brand,False,False,high
conv_AppleSupport_18888,2,customer_brand,False,True,medium
conv_AppleSupport_18892,2,customer_brand,False,False,high
conv_AppleSupport_20022,3,customer_brand_customer,False,False,high
conv_AppleSupport_21134,2,customer_brand,False,False,high
conv_AppleSupport_21140,6,multi_turn,False,False,high
conv_AppleSupport_21155,2,customer_brand,False,False,high
conv_AppleSupport_21178,2,customer_brand,False,False,high
conv_AppleSupport_22986,2,customer_brand,False,False,high
conv_AppleSupport_22988,2,customer_brand,False,False,high
conv_AppleSupport_22991,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_22995,6,multi_turn,False,False,high
conv_AppleSupport_23077,2,customer_brand,False,False,high
conv_AppleSupport_23080,3,customer_brand_customer,False,False,high
conv_AppleSupport_23086,6,multi_turn,False,True,medium
conv_AppleSupport_23091,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_23094,6,branched,True,False,high
conv_AppleSupport_23100,3,customer_brand_customer,False,False,high
conv_AppleSupport_23111,12,branched,True,False,high
conv_AppleSupport_23117,6,multi_turn,False,True,medium
conv_AppleSupport_23120,2,customer_brand,False,False,high
conv_AppleSupport_23122,2,customer_brand,False,False,high
conv_AppleSupport_23127,10,branched,True,False,high
conv_AppleSupport_23130,2,customer_brand,False,False,high
conv_AppleSupport_23134,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_23137,6,multi_turn,False,False,high
conv_AppleSupport_23142,2,customer_brand,False,False,high
conv_AppleSupport_23166,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_23178,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_25245,2,customer_brand,False,False,high
conv_AppleSupport_25251,6,multi_turn,False,False,high
conv_AppleSupport_25267,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_25270,2,customer_brand,False,False,high
conv_AppleSupport_25318,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_25424,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_26675,7,branched,True,False,high
conv_AppleSupport_26677,2,customer_brand,False,False,high
conv_AppleSupport_26679,2,customer_brand,False,False,high
conv_AppleSupport_26681,2,customer_brand,False,False,high
conv_AppleSupport_26684,3,customer_brand_customer,False,False,high
conv_AppleSupport_26686,2,customer_brand,False,False,high
conv_AppleSupport_26691,5,multi_turn,False,False,high
conv_AppleSupport_26693,2,customer_brand,False,False,high
conv_AppleSupport_26696,3,customer_brand_customer,False,False,high
conv_AppleSupport_26698,2,customer_brand,False,False,high
conv_AppleSupport_26700,2,customer_brand,False,False,high
conv_AppleSupport_26702,2,customer_brand,False,False,high
conv_AppleSupport_26714,14,branched,True,False,high
conv_AppleSupport_26718,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_26720,2,customer_brand,False,False,high
conv_AppleSupport_26722,2,customer_brand,False,False,high
conv_AppleSupport_27331,3,customer_brand_customer,False,False,high
conv_AppleSupport_27440,2,customer_brand,False,False,high
conv_AppleSupport_27442,2,customer_brand,False,False,high
conv_AppleSupport_27508,6,multi_turn,False,False,high
conv_AppleSupport_27511,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_29553,8,branched,True,False,high
conv_AppleSupport_29558,9,branched,True,False,high
conv_AppleSupport_30052,11,branched,True,True,medium
conv_AppleSupport_31408,8,multi_turn,False,True,medium
conv_AppleSupport_31419,4,branched,True,False,high
conv_AppleSupport_31422,2,customer_brand,False,False,high
conv_AppleSupport_31424,2,customer_brand,False,False,high
conv_AppleSupport_31427,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_31432,6,branched,True,False,high
conv_AppleSupport_31436,6,multi_turn,False,False,high
conv_AppleSupport_31441,2,customer_brand,False,True,medium
conv_AppleSupport_31444,2,customer_brand,False,True,medium
conv_AppleSupport_31447,2,customer_brand,False,False,high
conv_AppleSupport_31450,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_31455,5,branched,True,False,high
conv_AppleSupport_31460,5,branched,True,False,high
conv_AppleSupport_31464,7,multi_turn,False,False,high
conv_AppleSupport_31470,2,customer_brand,False,True,medium
conv_AppleSupport_31474,2,customer_brand,False,False,high
conv_AppleSupport_31477,3,multi_turn,False,False,high
conv_AppleSupport_31480,3,multi_turn,False,False,high
conv_AppleSupport_31482,2,customer_brand,False,False,high
conv_AppleSupport_31485,5,multi_turn,False,True,medium
conv_AppleSupport_31491,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_31653,2,customer_brand,False,False,high
conv_AppleSupport_31860,2,customer_brand,False,False,high
conv_AppleSupport_31862,2,customer_brand,False,False,high
conv_AppleSupport_31864,2,customer_brand,False,False,high
conv_AppleSupport_31866,2,customer_brand,False,False,high
conv_AppleSupport_31869,3,customer_brand_customer,False,False,high
conv_AppleSupport_31871,2,customer_brand,False,False,high
conv_AppleSupport_31873,2,customer_brand,False,False,high
conv_AppleSupport_31881,8,branched,True,False,high
conv_AppleSupport_31884,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_31887,2,customer_brand,False,False,high
conv_AppleSupport_31893,6,multi_turn,False,False,high
conv_AppleSupport_31895,2,customer_brand,False,False,high
conv_AppleSupport_31897,2,customer_brand,False,False,high
conv_AppleSupport_31899,2,customer_brand,False,False,high
conv_AppleSupport_31902,3,multi_turn,False,False,high
conv_AppleSupport_31905,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_31908,2,incomplete,False,True,low
conv_AppleSupport_31911,2,customer_brand,False,False,high
conv_AppleSupport_31913,2,customer_brand,False,False,high
conv_AppleSupport_31915,2,customer_brand,False,False,high
conv_AppleSupport_31918,3,customer_brand_customer,False,False,high
conv_AppleSupport_31921,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_31926,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_31929,2,customer_brand,False,False,high
conv_AppleSupport_31931,2,customer_brand,False,False,high
conv_AppleSupport_31933,2,customer_brand,False,False,high
conv_AppleSupport_31935,2,customer_brand,False,False,high
conv_AppleSupport_31938,3,multi_turn,False,False,high
conv_AppleSupport_31940,2,customer_brand,False,True,medium
conv_AppleSupport_31945,8,branched,True,False,high
conv_AppleSupport_31952,3,multi_turn,False,False,high
conv_AppleSupport_31954,2,customer_brand,False,False,high
conv_AppleSupport_31962,8,multi_turn,False,False,high
conv_AppleSupport_31964,2,customer_brand,False,False,high
conv_AppleSupport_32355,3,customer_brand_customer,False,False,high
conv_AppleSupport_32360,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_32364,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_32367,2,customer_brand,False,False,high
conv_AppleSupport_32369,2,customer_brand,False,False,high
conv_AppleSupport_32374,2,customer_brand,False,False,high
conv_AppleSupport_32376,2,customer_brand,False,False,high
conv_AppleSupport_32379,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_32383,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_32390,8,branched,True,False,high
conv_AppleSupport_32393,2,customer_brand,False,False,high
conv_AppleSupport_32395,4,branched,True,False,high
conv_AppleSupport_32398,2,customer_brand,False,False,high
conv_AppleSupport_32401,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_32405,2,customer_brand,False,False,high
conv_AppleSupport_32408,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_32412,2,customer_brand,False,False,high
conv_AppleSupport_32414,2,customer_brand,False,False,high
conv_AppleSupport_32416,2,customer_brand,False,False,high
conv_AppleSupport_32419,3,multi_turn,False,False,high
conv_AppleSupport_32422,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_32426,2,customer_brand,False,False,high
conv_AppleSupport_32428,2,customer_brand,False,False,high
conv_AppleSupport_32431,3,multi_turn,False,False,high
conv_AppleSupport_32433,2,customer_brand,False,False,high
conv_AppleSupport_32436,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_32439,2,customer_brand,False,False,high
conv_AppleSupport_32442,3,customer_brand_customer,False,False,high
conv_AppleSupport_33316,8,branched,True,False,high
conv_AppleSupport_33323,2,customer_brand,False,False,high
conv_AppleSupport_33325,2,customer_brand,False,False,high
conv_AppleSupport_33338,3,customer_brand_customer,False,False,high
conv_AppleSupport_33341,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_33346,4,multi_turn,False,False,high
conv_AppleSupport_33349,3,customer_brand_customer,False,False,high
conv_AppleSupport_33351,2,customer_brand,False,False,high
conv_AppleSupport_33353,2,customer_brand,False,False,high
conv_AppleSupport_33355,2,customer_brand,False,False,high
conv_AppleSupport_33357,2,customer_brand,False,False,high
conv_AppleSupport_33360,23,branched,True,True,medium
conv_AppleSupport_33372,5,multi_turn,False,False,high
conv_AppleSupport_33377,6,multi_turn,False,False,high
conv_AppleSupport_33384,8,branched,True,False,high
conv_AppleSupport_33391,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_33394,2,customer_brand,False,False,high
conv_AppleSupport_33398,5,branched,True,False,high
conv_AppleSupport_33403,5,branched,True,True,medium
conv_AppleSupport_33411,2,customer_brand,False,False,high
conv_AppleSupport_33414,3,multi_turn,False,False,high
conv_AppleSupport_33416,2,customer_brand,False,False,high
conv_AppleSupport_34465,3,multi_turn,False,False,high
conv_AppleSupport_34583,6,multi_turn,False,False,high
conv_AppleSupport_34586,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_34589,2,customer_brand,False,False,high
conv_AppleSupport_34595,6,branched,True,False,high
conv_AppleSupport_34598,10,branched,True,True,medium
conv_AppleSupport_34608,2,customer_brand,False,False,high
conv_AppleSupport_34610,10,branched,True,True,medium
conv_AppleSupport_34614,2,customer_brand,False,False,high
conv_AppleSupport_34616,2,customer_brand,False,False,high
conv_AppleSupport_34618,2,customer_brand,False,False,high
conv_AppleSupport_34620,2,customer_brand,False,False,high
conv_AppleSupport_34622,2,customer_brand,False,False,high
conv_AppleSupport_34624,2,customer_brand,False,False,high
conv_AppleSupport_34627,7,branched,True,False,high
conv_AppleSupport_34637,6,branched,True,True,medium
conv_AppleSupport_34641,3,multi_turn,False,False,high
conv_AppleSupport_34643,2,customer_brand,False,False,high
conv_AppleSupport_34646,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_34650,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_34653,2,customer_brand,False,False,high
conv_AppleSupport_34656,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_34662,2,customer_brand,False,False,high
conv_AppleSupport_34667,6,branched,True,False,high
conv_AppleSupport_34670,2,customer_brand,False,False,high
conv_AppleSupport_34673,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_34678,4,branched,True,False,high
conv_AppleSupport_34681,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_34685,6,multi_turn,False,False,high
conv_AppleSupport_34690,2,customer_brand,False,False,high
conv_AppleSupport_34694,2,customer_brand,False,False,high
conv_AppleSupport_34697,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_34700,2,customer_brand,False,False,high
conv_AppleSupport_34705,5,multi_turn,False,False,high
conv_AppleSupport_34708,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_35209,2,customer_brand,False,False,high
conv_AppleSupport_35211,2,customer_brand,False,False,high
conv_AppleSupport_35213,2,customer_brand,False,False,high
conv_AppleSupport_35215,2,customer_brand,False,False,high
conv_AppleSupport_35218,6,branched,True,True,medium
conv_AppleSupport_35223,2,customer_brand,False,False,high
conv_AppleSupport_35226,7,branched,True,False,high
conv_AppleSupport_35235,7,multi_turn,False,False,high
conv_AppleSupport_35238,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_35241,2,customer_brand,False,False,high
conv_AppleSupport_35245,3,multi_turn,False,True,medium
conv_AppleSupport_35247,2,customer_brand,False,False,high
conv_AppleSupport_35250,5,branched,True,False,high
conv_AppleSupport_35253,2,customer_brand,False,False,high
conv_AppleSupport_35259,6,multi_turn,False,False,high
conv_AppleSupport_35262,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_35265,2,customer_brand,False,False,high
conv_AppleSupport_35271,6,multi_turn,False,False,high
conv_AppleSupport_35274,6,multi_turn,False,False,high
conv_AppleSupport_35279,2,customer_brand,False,False,high
conv_AppleSupport_35281,2,customer_brand,False,False,high
conv_AppleSupport_35284,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_35289,9,branched,True,True,medium
conv_AppleSupport_35298,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_35302,5,branched,True,True,medium
conv_AppleSupport_35308,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_35311,5,branched,True,False,high
conv_AppleSupport_35314,2,customer_brand,False,False,high
conv_AppleSupport_35317,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_35320,2,customer_brand,False,False,high
conv_AppleSupport_35323,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_35331,6,multi_turn,False,True,medium
conv_AppleSupport_35333,2,customer_brand,False,False,high
conv_AppleSupport_35336,8,multi_turn,False,False,high
conv_AppleSupport_35344,4,customer_brand_customer_brand,False,False,high
conv_AppleSupport_35347,2,customer_brand,False,False,high
conv_AppleSupport_35971,4,customer_brand_customer_brand,False,True,medium
conv_AppleSupport_35977,49,branched,True,True,medium
conv_AppleSupport_36016,3,customer_brand_customer,False,False,high
conv_AppleSupport_36020,4,customer_brand_customer_brand,False,False,high
